RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Group,Satisfaction_Group
190,15587421,Tsai,687,Germany,Female,34,7,111388.0,2,Yes,No,148564.76,0,Not Complained,4,GOLD,570,Early_Adult,Satisfied
191,15726931,Onwumelu,715,France,Female,41,8,56215.0,2,No,No,92982.61,1,Complained,4,GOLD,790,Middle_Age,Satisfied
192,15771086,Graham,512,France,Female,36,3,84328.0,2,Yes,No,17675.36,0,Not Complained,5,PLATINUM,727,Middle_Age,Very Satisfied
193,15756850,Golovanov,479,France,Male,40,1,76486.0,2,No,No,114996.43,0,Not Complained,3,SILVER,909,Middle_Age,Neutral
194,15702741,Potts,601,France,Male,32,8,93013.0,1,Yes,No,86957.42,0,Not Complained,2,GOLD,799,Early_Adult,Dissatisfied
195,15679200,Crawford,580,Spain,Male,29,9,61710.0,2,Yes,No,128077.8,0,Not Complained,1,DIAMOND,520,Early_Adult,Very Dissatisfied
196,15594815,Aleshire,807,France,Male,35,3,174790.0,1,Yes,Yes,600.36,0,Not Complained,3,SILVER,861,Early_Adult,Neutral
197,15635905,Moran,616,Spain,Female,32,6,76486.0,2,Yes,Yes,43001.46,0,Not Complained,5,GOLD,512,Early_Adult,Very Satisfied
198,15777892,Samsonova,721,Germany,Male,37,3,107721.0,1,Yes,Yes,158591.12,0,Not Complained,1,PLATINUM,478,Middle_Age,Very Dissatisfied
199,15656176,Jenkins,501,France,Male,57,10,76486.0,2,Yes,Yes,47847.19,0,Not Complained,5,PLATINUM,374,Senior,Very Satisfied
200,15811127,Volkov,521,France,Male,35,6,96424.0,1,Yes,No,10488.44,0,Not Complained,4,PLATINUM,280,Early_Adult,Satisfied
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.0,1,Yes,Yes,5978.2,0,Not Complained,2,DIAMOND,615,Early_Adult,Dissatisfied
202,15622911,Jude,759,France,Male,42,4,105420.0,1,No,Yes,121409.06,0,Not Complained,3,GOLD,435,Middle_Age,Neutral
203,15600974,He,516,Spain,Male,50,5,76486.0,1,No,Yes,146145.93,1,Complained,5,GOLD,509,Senior,Very Satisfied
204,15727868,Onuora,711,France,Female,38,2,129022.0,2,Yes,Yes,14374.86,1,Complained,4,DIAMOND,321,Middle_Age,Satisfied
205,15627801,Ginikanwa,512,Spain,Male,33,3,176667.0,1,Yes,No,94670.77,0,Not Complained,1,PLATINUM,726,Early_Adult,Very Dissatisfied
206,15773039,Ku,550,France,Male,37,3,76486.0,1,Yes,Yes,179670.31,0,Not Complained,3,GOLD,516,Middle_Age,Neutral
207,15755262,McDonald,608,Spain,Female,41,3,89764.0,1,No,No,199304.74,1,Complained,3,PLATINUM,639,Middle_Age,Neutral
208,15679531,Collins,618,France,Male,34,5,134955.0,1,Yes,Yes,151954.39,0,Not Complained,2,SILVER,512,Early_Adult,Dissatisfied
209,15684181,Hackett,643,France,Male,45,5,76486.0,1,Yes,No,142513.5,1,Complained,3,GOLD,730,Middle_Age,Neutral
210,15612087,Dike,671,France,Male,45,2,106377.0,1,No,Yes,158264.62,0,Not Complained,3,DIAMOND,244,Middle_Age,Neutral
211,15752047,Trevisano,689,Germany,Male,33,2,161815.0,2,Yes,No,169381.9,0,Not Complained,3,PLATINUM,292,Early_Adult,Neutral
212,15624592,Tan,603,France,Male,31,8,76486.0,2,Yes,Yes,169915.02,0,Not Complained,3,GOLD,245,Early_Adult,Neutral
213,15573152,Glassman,620,France,Female,41,9,76486.0,2,No,No,88852.47,0,Not Complained,3,DIAMOND,848,Middle_Age,Neutral
214,15594917,Miller,676,France,Female,34,1,63095.0,1,Yes,Yes,40645.81,0,Not Complained,3,SILVER,974,Early_Adult,Neutral
215,15785542,Kornilova,572,Germany,Male,26,4,118287.0,2,No,No,60427.3,0,Not Complained,4,DIAMOND,958,Early_Adult,Satisfied
216,15723488,Watson,668,Germany,Male,47,7,106854.0,1,No,Yes,157959.02,1,Complained,3,GOLD,629,Senior,Neutral
217,15680920,Marchesi,695,France,Male,46,7,49513.0,1,Yes,No,133007.34,0,Not Complained,3,DIAMOND,310,Senior,Neutral
218,15786308,Millar,730,Spain,Female,33,9,76486.0,2,No,No,176576.62,0,Not Complained,1,SILVER,621,Early_Adult,Very Dissatisfied
219,15659366,Shih,807,France,Male,43,1,105799.0,2,Yes,No,34888.04,1,Complained,4,DIAMOND,924,Middle_Age,Satisfied
220,15774854,Fuller,592,France,Male,54,8,76486.0,1,Yes,Yes,28737.71,1,Complained,2,PLATINUM,359,Senior,Dissatisfied
221,15725311,Hay,726,France,Female,31,9,114722.0,2,Yes,Yes,98178.57,0,Not Complained,5,SILVER,811,Early_Adult,Very Satisfied
222,15787155,Yang,514,Spain,Male,30,7,76486.0,1,No,Yes,125010.24,0,Not Complained,4,DIAMOND,583,Early_Adult,Satisfied
223,15727829,McIntyre,567,France,Male,42,2,76486.0,2,Yes,Yes,167984.61,0,Not Complained,5,SILVER,959,Middle_Age,Very Satisfied
224,15733247,Stevenson,850,France,Male,33,10,76486.0,1,Yes,No,4861.72,1,Complained,1,SILVER,359,Early_Adult,Very Dissatisfied
225,15568748,Poole,671,Germany,Male,45,6,99564.0,1,Yes,Yes,108872.45,1,Complained,3,PLATINUM,901,Middle_Age,Neutral
226,15699029,Bagley,670,France,Male,37,4,170558.0,2,Yes,No,198252.88,0,Not Complained,5,GOLD,729,Middle_Age,Very Satisfied
227,15774393,Ch'ien,694,France,Female,30,9,76486.0,2,Yes,Yes,26960.31,0,Not Complained,5,DIAMOND,829,Early_Adult,Very Satisfied
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.0,3,Yes,Yes,85746.52,1,Complained,4,SILVER,790,Middle_Age,Satisfied
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.0,1,Yes,No,77206.25,1,Complained,2,DIAMOND,756,Senior,Dissatisfied
230,15605461,Lucas,594,Germany,Female,29,3,130830.0,1,Yes,No,61048.53,0,Not Complained,4,GOLD,873,Early_Adult,Satisfied
231,15808473,Ringrose,673,France,Male,72,1,76486.0,2,No,Yes,111981.19,0,Not Complained,3,SILVER,865,Elder,Neutral
232,15627000,Freeman,610,France,Male,40,0,76486.0,2,Yes,No,62232.6,0,Not Complained,5,GOLD,690,Middle_Age,Very Satisfied
233,15787174,Sergeyev,512,France,Female,37,1,76486.0,2,No,Yes,156105.03,0,Not Complained,4,PLATINUM,722,Middle_Age,Satisfied
234,15723886,Fiore,767,Germany,Male,20,3,119714.0,2,No,Yes,150135.38,0,Not Complained,4,DIAMOND,535,Young,Satisfied
235,15704769,Smith,585,France,Female,67,5,113979.0,2,No,Yes,93146.11,0,Not Complained,5,SILVER,580,Elder,Very Satisfied
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100161.0,1,Yes,No,33462.94,1,Complained,3,GOLD,709,Middle_Age,Neutral
237,15711540,Pacheco,712,France,Female,29,2,76486.0,1,Yes,Yes,144375.0,0,Not Complained,4,GOLD,930,Early_Adult,Satisfied
238,15764866,Synnot,539,Germany,Female,43,3,116220.0,3,Yes,No,55803.96,1,Complained,4,DIAMOND,264,Middle_Age,Satisfied
239,15794056,Johnston,668,France,Female,46,2,76486.0,3,Yes,No,89048.46,1,Complained,1,DIAMOND,943,Senior,Very Dissatisfied
240,15795149,Stevens,703,France,Male,28,2,81174.0,2,No,Yes,162812.16,0,Not Complained,2,PLATINUM,388,Early_Adult,Dissatisfied
241,15812009,Grant,662,Spain,Male,38,4,76486.0,2,Yes,No,136259.65,0,Not Complained,5,GOLD,248,Middle_Age,Very Satisfied
242,15651001,Tsao,725,Germany,Female,39,5,116804.0,1,Yes,No,124052.97,0,Not Complained,2,GOLD,763,Middle_Age,Dissatisfied
243,15813844,Barnes,703,France,Male,37,8,105962.0,2,No,Yes,74158.8,0,Not Complained,1,DIAMOND,619,Middle_Age,Very Dissatisfied
244,15596175,McIntosh,659,Germany,Male,67,6,117412.0,1,Yes,Yes,45071.09,1,Complained,2,SILVER,815,Elder,Dissatisfied
245,15576269,Madison,523,Spain,Male,34,7,76486.0,2,Yes,No,62030.06,0,Not Complained,4,DIAMOND,566,Early_Adult,Satisfied
246,15797219,Ifesinachi,635,France,Female,40,10,123498.0,1,Yes,No,131953.23,1,Complained,5,GOLD,774,Middle_Age,Very Satisfied
247,15685500,Glazkov,772,Germany,Male,26,7,152401.0,2,Yes,No,79414.0,0,Not Complained,1,PLATINUM,695,Early_Adult,Very Dissatisfied
248,15599792,Dimauro,545,France,Female,26,1,76486.0,2,Yes,Yes,199638.56,0,Not Complained,5,PLATINUM,902,Early_Adult,Very Satisfied
249,15657566,Wieck,634,Germany,Male,24,8,103098.0,1,Yes,Yes,157577.29,0,Not Complained,2,GOLD,532,Young,Dissatisfied
250,15772423,Liao,739,Germany,Male,54,8,126418.0,1,Yes,No,134420.75,1,Complained,2,DIAMOND,718,Senior,Dissatisfied
251,15628112,Hughes,771,Germany,Female,36,5,77847.0,1,No,No,99805.99,0,Not Complained,5,PLATINUM,895,Middle_Age,Very Satisfied
252,15753754,Morrison,587,Spain,Female,34,1,76486.0,2,Yes,Yes,97932.68,0,Not Complained,4,DIAMOND,749,Early_Adult,Satisfied
253,15793726,Matveyeva,681,France,Female,79,0,76486.0,2,No,Yes,170968.99,0,Not Complained,5,DIAMOND,333,Elder,Very Satisfied
254,15694717,Ku,544,Germany,Male,37,2,79732.0,1,Yes,Yes,57558.95,0,Not Complained,4,DIAMOND,866,Middle_Age,Satisfied
255,15665834,Cheatham,696,Spain,Male,28,8,76486.0,1,No,No,176713.47,0,Not Complained,3,SILVER,671,Early_Adult,Neutral
256,15765297,Yao,766,Spain,Male,41,0,76486.0,2,No,Yes,34283.23,0,Not Complained,4,GOLD,670,Middle_Age,Satisfied
257,15636684,Kirkland,727,France,Male,34,10,76486.0,2,Yes,Yes,198637.34,0,Not Complained,4,GOLD,768,Early_Adult,Satisfied
258,15592979,Rose,671,Germany,Female,34,6,37267.0,2,No,No,156917.12,0,Not Complained,3,SILVER,565,Early_Adult,Neutral
259,15750803,Jess,693,France,Female,30,6,127992.0,1,Yes,Yes,50457.2,0,Not Complained,1,SILVER,483,Early_Adult,Very Dissatisfied
260,15607178,Welch,850,Germany,Male,38,3,54901.0,1,Yes,Yes,140075.55,0,Not Complained,2,GOLD,926,Middle_Age,Dissatisfied
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.0,2,Yes,Yes,65323.11,0,Not Complained,1,DIAMOND,932,Middle_Age,Very Dissatisfied
262,15673481,Morton,726,Spain,Female,48,6,99906.0,1,Yes,No,64323.24,0,Not Complained,4,DIAMOND,901,Senior,Satisfied
263,15686776,Rossi,557,France,Female,32,6,184686.0,2,Yes,No,14956.44,0,Not Complained,3,GOLD,299,Early_Adult,Neutral
264,15673693,Reppert,682,France,Female,26,0,110654.0,1,No,Yes,111879.21,0,Not Complained,2,PLATINUM,899,Early_Adult,Dissatisfied
265,15700696,Kang,738,Spain,Male,31,9,79020.0,1,Yes,Yes,18606.23,0,Not Complained,4,PLATINUM,467,Early_Adult,Satisfied
266,15813163,Ch'iu,531,Spain,Female,36,9,99241.0,1,Yes,No,123137.01,0,Not Complained,1,PLATINUM,717,Middle_Age,Very Dissatisfied
267,15653857,Wallis,498,France,Male,34,2,76486.0,2,Yes,Yes,148528.24,0,Not Complained,1,DIAMOND,549,Early_Adult,Very Dissatisfied
268,15777076,Clark,651,France,Male,36,7,76486.0,2,Yes,No,13898.31,0,Not Complained,1,GOLD,545,Middle_Age,Very Dissatisfied
269,15717398,Fielding,549,Spain,Female,39,7,76486.0,1,No,No,81259.25,1,Complained,2,GOLD,716,Middle_Age,Dissatisfied
270,15799217,Zetticci,791,Germany,Female,35,7,52436.0,1,Yes,No,161051.75,0,Not Complained,2,SILVER,650,Early_Adult,Dissatisfied
271,15787071,Dulhunty,650,Spain,Male,41,9,76486.0,2,No,Yes,191599.67,0,Not Complained,4,PLATINUM,693,Middle_Age,Satisfied
272,15619955,Bevington,733,Germany,Male,34,3,100338.0,3,Yes,No,48559.19,1,Complained,4,PLATINUM,759,Early_Adult,Satisfied
273,15796505,Boyle,811,Germany,Female,34,1,149297.0,2,Yes,Yes,186339.74,0,Not Complained,2,GOLD,946,Early_Adult,Dissatisfied
274,15725166,Newton,707,France,Male,30,8,76486.0,2,Yes,No,33159.37,0,Not Complained,5,GOLD,402,Early_Adult,Very Satisfied
275,15800116,Bowman,712,Germany,Male,28,4,145605.0,1,No,Yes,93883.53,0,Not Complained,3,PLATINUM,465,Early_Adult,Neutral
276,15758685,Dubinina,706,Spain,Female,37,7,76486.0,2,Yes,Yes,110899.3,0,Not Complained,1,GOLD,799,Middle_Age,Very Dissatisfied
277,15694456,Toscani,756,France,Male,62,3,76486.0,1,Yes,Yes,11199.04,1,Complained,3,SILVER,600,Elder,Neutral
278,15767339,Chiazagomekpere,777,France,Female,53,10,76486.0,2,Yes,No,189992.97,0,Not Complained,2,PLATINUM,306,Senior,Dissatisfied
279,15683562,Allen,646,France,Male,35,6,84027.0,1,No,Yes,164255.69,0,Not Complained,3,SILVER,635,Early_Adult,Neutral
280,15782210,K'ung,714,France,Male,46,1,76486.0,1,Yes,No,152167.79,1,Complained,2,PLATINUM,747,Senior,Dissatisfied
281,15668893,Wilsmore,782,France,Male,39,8,76486.0,2,Yes,Yes,33949.67,0,Not Complained,3,PLATINUM,424,Middle_Age,Neutral
282,15669169,Hargreaves,775,Spain,Male,29,10,76486.0,2,Yes,Yes,68143.93,0,Not Complained,2,DIAMOND,913,Early_Adult,Dissatisfied
283,15643024,Huang,479,Germany,Male,35,4,138719.0,1,Yes,Yes,47251.79,1,Complained,1,GOLD,751,Early_Adult,Very Dissatisfied
284,15699389,Ch'ien,807,France,Male,42,7,118275.0,1,Yes,Yes,25885.72,0,Not Complained,3,DIAMOND,899,Middle_Age,Neutral
285,15708608,Wallwork,799,France,Female,22,8,174186.0,2,No,Yes,192633.85,0,Not Complained,3,PLATINUM,219,Young,Neutral
286,15626144,Chu,675,France,Male,40,7,113209.0,2,Yes,No,34577.36,0,Not Complained,3,SILVER,587,Middle_Age,Neutral
287,15573112,Kang,602,Spain,Male,29,5,103907.0,1,Yes,No,161229.84,0,Not Complained,2,SILVER,861,Early_Adult,Dissatisfied
288,15790678,Davidson,475,France,Female,32,8,119023.0,1,Yes,No,100816.29,0,Not Complained,1,PLATINUM,278,Early_Adult,Very Dissatisfied
289,15727556,O'Donnell,744,Spain,Female,26,5,166298.0,1,Yes,Yes,181694.44,0,Not Complained,1,PLATINUM,526,Early_Adult,Very Dissatisfied
290,15697307,Nnachetam,588,Spain,Male,34,10,76486.0,2,Yes,No,79078.91,0,Not Complained,2,PLATINUM,632,Early_Adult,Dissatisfied
291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,No,Yes,137316.32,0,Not Complained,3,SILVER,301,Middle_Age,Neutral
292,15607098,Ahmed,747,Spain,Female,41,5,94521.0,2,Yes,No,194926.86,0,Not Complained,1,DIAMOND,806,Middle_Age,Very Dissatisfied
293,15655774,Booth,583,France,Male,27,7,76486.0,2,Yes,No,51285.49,0,Not Complained,1,PLATINUM,250,Early_Adult,Very Dissatisfied
294,15590241,Chuang,750,Spain,Female,34,9,112822.0,1,No,No,150401.53,1,Complained,2,PLATINUM,563,Early_Adult,Dissatisfied
295,15785819,Shao,681,France,Male,38,3,76486.0,2,Yes,Yes,112491.96,0,Not Complained,1,DIAMOND,861,Middle_Age,Very Dissatisfied
296,15723654,Tsao,773,France,Male,25,2,135903.0,1,Yes,No,73656.38,0,Not Complained,4,PLATINUM,790,Young,Satisfied
297,15774510,Tien,714,France,Female,31,4,125169.0,1,Yes,Yes,106636.89,0,Not Complained,3,PLATINUM,669,Early_Adult,Neutral
298,15684173,Chang,687,Spain,Female,44,7,76486.0,3,Yes,No,155853.52,1,Complained,2,SILVER,336,Middle_Age,Dissatisfied
299,15650068,Johnson,511,France,Male,58,0,149117.0,1,Yes,Yes,162599.51,0,Not Complained,1,GOLD,517,Senior,Very Dissatisfied
300,15811490,French,627,France,Male,33,5,76486.0,2,Yes,Yes,103737.82,0,Not Complained,4,PLATINUM,499,Early_Adult,Satisfied
301,15803976,Efremov,694,France,Female,31,10,76486.0,2,Yes,No,160990.27,0,Not Complained,3,SILVER,673,Early_Adult,Neutral
302,15682541,Hartley,616,Spain,Female,36,6,132312.0,1,No,No,15462.84,0,Not Complained,2,SILVER,268,Middle_Age,Dissatisfied
303,15695699,Calabrese,687,France,Male,35,8,76486.0,2,Yes,No,10334.05,0,Not Complained,5,PLATINUM,809,Early_Adult,Very Satisfied
304,15624188,Chiu,712,France,Female,33,6,76486.0,2,Yes,Yes,190686.16,0,Not Complained,5,GOLD,460,Early_Adult,Very Satisfied
305,15812191,Brennan,553,France,Male,33,4,118083.0,1,No,No,94440.45,0,Not Complained,4,SILVER,221,Early_Adult,Satisfied
306,15636673,Onwuatuegwu,667,France,Male,31,1,119267.0,1,Yes,Yes,28257.63,0,Not Complained,2,SILVER,730,Early_Adult,Dissatisfied
307,15594898,Hewitt,731,France,Male,43,2,76486.0,1,Yes,Yes,170034.95,1,Complained,2,DIAMOND,777,Middle_Age,Dissatisfied
308,15660211,Shih,629,Germany,Male,35,7,156847.0,2,Yes,No,31824.29,0,Not Complained,4,SILVER,837,Early_Adult,Satisfied
309,15773972,Balashov,614,France,Male,50,4,137104.0,1,Yes,No,127166.49,1,Complained,1,DIAMOND,958,Senior,Very Dissatisfied
310,15746726,Doyle,438,Germany,Male,31,8,78399.0,1,Yes,No,44937.01,0,Not Complained,4,PLATINUM,809,Early_Adult,Satisfied
311,15712287,Pokrovskii,652,France,Female,80,4,76486.0,2,Yes,Yes,188603.07,0,Not Complained,1,GOLD,662,Elder,Very Dissatisfied
312,15702919,Collins,729,Germany,Male,30,6,63669.0,1,Yes,No,145111.37,0,Not Complained,2,GOLD,484,Early_Adult,Dissatisfied
313,15674398,Russo,642,France,Male,38,3,76486.0,2,No,No,171463.83,0,Not Complained,2,GOLD,737,Middle_Age,Dissatisfied
314,15797960,Skinner,806,Germany,Female,59,0,135296.0,1,Yes,No,182822.5,0,Not Complained,1,SILVER,486,Senior,Very Dissatisfied
315,15631868,Robertson,744,Spain,Male,36,2,153804.0,1,Yes,Yes,87213.33,0,Not Complained,3,SILVER,252,Middle_Age,Neutral
316,15581539,Atkinson,474,Spain,Male,37,3,76486.0,2,No,No,57175.32,0,Not Complained,4,SILVER,275,Middle_Age,Satisfied
317,15662736,Doyle,559,France,Male,49,2,147070.0,1,Yes,No,120540.83,1,Complained,1,DIAMOND,245,Senior,Very Dissatisfied
318,15666252,Ritchie,706,Spain,Male,42,9,76486.0,2,Yes,Yes,28714.34,0,Not Complained,4,PLATINUM,361,Middle_Age,Satisfied
319,15677512,McEncroe,628,Spain,Female,22,3,76486.0,1,Yes,No,85426.28,0,Not Complained,4,DIAMOND,483,Young,Satisfied
320,15626114,Pearson,429,France,Male,24,4,95742.0,1,Yes,No,46170.75,0,Not Complained,2,GOLD,352,Young,Dissatisfied
321,15810834,Gordon,525,Spain,Female,57,2,145965.0,1,Yes,Yes,64448.36,0,Not Complained,5,PLATINUM,337,Senior,Very Satisfied
322,15678910,Ts'ai,680,France,Female,30,8,141442.0,1,Yes,Yes,16278.97,0,Not Complained,1,SILVER,597,Early_Adult,Very Dissatisfied
323,15694408,Lung,749,France,Male,40,1,139290.0,1,Yes,No,182855.42,1,Complained,1,SILVER,381,Middle_Age,Very Dissatisfied
324,15585215,Yuan,763,France,Female,31,4,76486.0,2,No,No,50404.72,0,Not Complained,3,PLATINUM,668,Early_Adult,Neutral
325,15682757,Pardey,734,France,Male,30,3,76486.0,2,Yes,No,107640.25,0,Not Complained,4,DIAMOND,245,Early_Adult,Satisfied
326,15736601,Tai,716,France,Male,35,4,144429.0,1,Yes,No,134132.65,0,Not Complained,2,PLATINUM,495,Early_Adult,Dissatisfied
327,15601848,Scott,594,France,Male,35,2,76486.0,2,Yes,No,103480.69,0,Not Complained,4,DIAMOND,378,Early_Adult,Satisfied
328,15736008,Hunter,644,France,Female,46,9,95441.0,1,Yes,No,108761.05,1,Complained,1,SILVER,568,Senior,Very Dissatisfied
329,15669064,Mazzanti,671,Germany,Male,35,1,144849.0,1,Yes,Yes,179012.3,0,Not Complained,5,PLATINUM,731,Early_Adult,Very Satisfied
330,15624528,L?,664,Germany,Male,26,7,116244.0,2,Yes,Yes,95145.14,0,Not Complained,2,GOLD,837,Early_Adult,Dissatisfied
331,15598493,Beach,656,France,Male,50,7,76486.0,2,No,Yes,72143.44,0,Not Complained,1,GOLD,829,Senior,Very Dissatisfied
332,15601274,Hsieh,667,Spain,Female,40,1,146502.0,1,Yes,No,19162.89,0,Not Complained,3,DIAMOND,230,Middle_Age,Neutral
333,15702669,Faulkner,663,Germany,Male,44,2,117029.0,2,No,Yes,144680.18,0,Not Complained,4,DIAMOND,919,Middle_Age,Satisfied
334,15728669,Knowles,584,Germany,Female,30,8,112014.0,1,Yes,No,177772.03,1,Complained,4,PLATINUM,641,Early_Adult,Satisfied
335,15742668,Day,626,Spain,Female,37,6,108269.0,1,Yes,No,5597.94,0,Not Complained,2,DIAMOND,457,Middle_Age,Dissatisfied
336,15697441,Hsueh,485,France,Male,29,7,182124.0,1,Yes,No,116828.51,1,Complained,4,GOLD,583,Early_Adult,Satisfied
337,15740476,Tsao,659,Germany,Female,32,3,150924.0,2,No,Yes,174652.51,0,Not Complained,2,PLATINUM,849,Early_Adult,Dissatisfied
338,15648064,Kennedy,649,France,Male,33,2,76486.0,2,Yes,No,2010.98,0,Not Complained,3,DIAMOND,720,Early_Adult,Neutral
339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.0,1,Yes,No,14109.85,1,Complained,3,SILVER,317,Middle_Age,Neutral
340,15807923,Young,716,Germany,Female,39,10,115301.0,1,Yes,No,43527.4,1,Complained,5,DIAMOND,465,Middle_Age,Very Satisfied
341,15745844,Kerr,642,Germany,Female,40,6,129502.0,2,No,Yes,86099.23,1,Complained,4,GOLD,269,Middle_Age,Satisfied
342,15786170,Tien,659,France,Male,31,4,118342.0,1,No,No,161574.19,0,Not Complained,3,SILVER,391,Early_Adult,Neutral
343,15681081,Marrero,545,Spain,Female,47,5,76486.0,2,Yes,Yes,38970.14,0,Not Complained,4,PLATINUM,373,Senior,Satisfied
344,15684484,White,543,France,Male,22,8,76486.0,2,No,No,127587.22,0,Not Complained,3,PLATINUM,251,Young,Neutral
345,15785869,Pisano,718,France,Female,25,7,76486.0,2,Yes,No,30380.12,0,Not Complained,2,PLATINUM,237,Young,Dissatisfied
346,15763859,Brown,840,France,Female,43,7,76486.0,2,Yes,No,90908.95,0,Not Complained,2,SILVER,645,Middle_Age,Dissatisfied
347,15658935,Freeman,630,Germany,Female,34,9,106937.0,2,Yes,No,138275.01,0,Not Complained,3,SILVER,624,Early_Adult,Neutral
348,15747358,Russell,643,Germany,Male,59,3,170331.0,1,Yes,Yes,32171.79,0,Not Complained,5,PLATINUM,838,Senior,Very Satisfied
349,15735203,Seleznyov,654,Germany,Female,32,1,114511.0,1,Yes,Yes,126143.23,0,Not Complained,4,GOLD,224,Early_Adult,Satisfied
350,15576256,Yusupova,582,France,Male,39,5,76486.0,2,Yes,Yes,129892.93,0,Not Complained,4,DIAMOND,343,Middle_Age,Satisfied
351,15659420,Foley,659,Spain,Male,32,3,107594.0,2,Yes,Yes,102416.84,0,Not Complained,3,DIAMOND,683,Early_Adult,Neutral
352,15593365,Shih,762,Spain,Male,39,2,81273.0,1,Yes,Yes,18719.67,0,Not Complained,5,GOLD,929,Middle_Age,Very Satisfied
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169400.0,1,Yes,No,61936.22,0,Not Complained,4,PLATINUM,234,Early_Adult,Satisfied
354,15812007,Power,670,Spain,Male,25,6,76486.0,2,Yes,Yes,78358.94,0,Not Complained,3,DIAMOND,723,Young,Neutral
355,15625461,Amos,613,France,Female,45,1,187842.0,2,Yes,Yes,147224.27,0,Not Complained,1,PLATINUM,482,Middle_Age,Very Dissatisfied
356,15739438,Reed,539,France,Male,30,0,76486.0,2,Yes,No,160979.66,0,Not Complained,4,DIAMOND,231,Early_Adult,Satisfied
357,15611759,Simmons,850,Spain,Female,57,8,126776.0,2,Yes,Yes,132298.49,0,Not Complained,3,GOLD,244,Senior,Neutral
358,15661629,Ricci,522,Spain,Male,34,9,126436.0,1,Yes,No,174248.52,1,Complained,3,GOLD,973,Early_Adult,Neutral
359,15633950,Yen,737,France,Male,41,1,101961.0,1,Yes,Yes,123547.28,0,Not Complained,5,SILVER,463,Middle_Age,Very Satisfied
360,15592386,Campbell,520,France,Male,58,3,76486.0,2,No,Yes,32790.02,0,Not Complained,5,DIAMOND,253,Senior,Very Satisfied
361,15803716,West,706,Spain,Male,28,3,76486.0,2,No,Yes,181543.67,0,Not Complained,3,SILVER,241,Early_Adult,Neutral
362,15696674,Robinson,643,Germany,Female,45,2,150843.0,1,No,Yes,2319.96,1,Complained,5,PLATINUM,537,Middle_Age,Very Satisfied
363,15706365,Bianchi,648,France,Female,50,9,102536.0,1,Yes,Yes,189543.19,0,Not Complained,5,DIAMOND,332,Senior,Very Satisfied
364,15745088,Chen,443,Germany,Female,29,9,99028.0,2,Yes,No,10940.4,0,Not Complained,5,PLATINUM,390,Early_Adult,Very Satisfied
365,15676715,Madukaego,640,France,Male,68,9,76486.0,2,Yes,Yes,199493.38,0,Not Complained,4,PLATINUM,763,Elder,Satisfied
366,15613085,Ibrahimova,628,Spain,Female,33,3,76486.0,1,Yes,Yes,188193.25,0,Not Complained,4,GOLD,240,Early_Adult,Satisfied
367,15633537,Nolan,540,Germany,Female,42,9,87271.0,2,Yes,No,172572.64,0,Not Complained,1,PLATINUM,978,Middle_Age,Very Dissatisfied
368,15594720,Scott,460,Germany,Female,35,8,102743.0,2,Yes,Yes,189339.6,0,Not Complained,5,DIAMOND,366,Early_Adult,Very Satisfied
369,15684042,Blair,636,Germany,Male,34,2,40106.0,2,No,Yes,53512.16,0,Not Complained,3,DIAMOND,356,Early_Adult,Neutral
370,15583303,Monaldo,593,France,Female,29,2,152265.0,1,Yes,No,34004.44,0,Not Complained,1,SILVER,907,Early_Adult,Very Dissatisfied
